agenID_asal,servID,Tujuan_Kecamatan,Tujuan_Kabupaten,Tujuan_Propinsi,JenisUnit,TypeUnit,hargapokok,estimasiHari,keterangan,Flag_DS
385,1,SUNGAI LOBAN,TANAH BUMBU,KALIMANTAN SELATAN,Motor,250 CC,4750000,17,,N
385,1,BAJUIN,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,BATI-BATI,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,3250000,17,,N
385,1,BATU AMPAR,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,BUMI MAKMUR,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,JORONG,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,KINTAP,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,KURAU,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,PANYIPATAN,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,PELAIHARI,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,TAKISUNG,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,TAMBANG ULANG,TANAH LAUT,KALIMANTAN SELATAN,Motor,250 CC,4175000,17,,N
385,1,BAKARANGAN,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,BINUANG,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,BUNGUR,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,CANDI LARAS SELATAN,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,CANDI LARAS UTARA,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,HATUNGUN,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,SALAM BABARIS,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,TAPIN SELATAN,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,TAPIN TENGAH,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,TAPIN UTARA,TAPIN,KALIMANTAN SELATAN,Motor,250 CC,3900000,17,,N
385,1,BALIKPAPAN BARAT,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BALIKPAPAN KOTA,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BALIKPAPAN SELATAN,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BALIKPAPAN TENGAH,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BALIKPAPAN TIMUR,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BALIKPAPAN UTARA,BALIKPAPAN,KALIMANTAN TIMUR,Motor,250 CC,2600000,11,,N
385,1,BONTANG BARAT,BONTANG,KALIMANTAN TIMUR,Motor,250 CC,3625000,14,,N
385,1,BONTANG SELATAN,BONTANG,KALIMANTAN TIMUR,Motor,250 CC,3625000,14,,N
385,1,BONTANG UTARA,BONTANG,KALIMANTAN TIMUR,Motor,250 CC,3625000,14,,N
385,1,LOA JANAN ILIR,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,PALARAN,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMARINDA ILIR,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMARINDA KOTA,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMARINDA SEBERANG,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMARINDA ULU,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMARINDA UTARA,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SAMBUTAN,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SUNGAI KUNJANG,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,SUNGAI PINANG,SAMARINDA,KALIMANTAN TIMUR,Motor,250 CC,2900000,13,,N
385,1,GUNUNG TABUR,BERAU,KALIMANTAN TIMUR,Motor,250 CC,8000000,17,,N
385,1,TALISAYAN,BERAU,KALIMANTAN TIMUR,Motor,250 CC,10050000,17,,N
385,1,TANJUNG REDEB,BERAU,KALIMANTAN TIMUR,Motor,250 CC,5650000,17,,N
385,1,MELAK,KUTAI BARAT,KALIMANTAN TIMUR,Motor,250 CC,7375000,17,,N
385,1,ANGGANA,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,KEMBANG JANGGUT,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,KENOHAN,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,KOTA BANGUN,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,LOA JANAN,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,LOA KULU,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,MARANG KAYU,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,MUARA BADAK,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,4625000,17,,N
385,1,MUARA JAWA,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,4625000,17,,N
385,1,MUARA KAMAN,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,MUARA MUNTAI,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,MUARA WIS,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,SAMBOJA (SEMBOJA),KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,4625000,17,,N
385,1,SANGA-SANGA,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,SEBULU,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,TABANG,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,6250000,17,,N
385,1,TENGGARONG,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,TENGGARONG SEBERANG,KUTAI KARTANEGARA,KALIMANTAN TIMUR,Motor,250 CC,5200000,19,,N
385,1,BENGALON,KUTAI TIMUR,KALIMANTAN TIMUR,Motor,250 CC,8175000,18,,N
385,1,SANGATTA SELATAN,KUTAI TIMUR,KALIMANTAN TIMUR,Motor,250 CC,5600000,15,,N
385,1,SANGATTA UTARA,KUTAI TIMUR,KALIMANTAN TIMUR,Motor,250 CC,5600000,15,,N
385,1,BATU SOPANG,PASER,KALIMANTAN TIMUR,Motor,250 CC,8750000,17,,N
385,1,MUARA KOMAM,PASER,KALIMANTAN TIMUR,Motor,250 CC,8425000,17,,N
385,1,TANAH GROGOT,PASER,KALIMANTAN TIMUR,Motor,250 CC,6825000,17,,N
385,1,TANJUNG HARAPAN,PASER,KALIMANTAN TIMUR,Motor,250 CC,6825000,17,,N
385,1,BABULU,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Motor,250 CC,4700000,17,,N
385,1,PENAJAM,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Motor,250 CC,4700000,17,,N
385,1,SEPAKU,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Motor,250 CC,4700000,17,,N
385,1,WARU,PENAJAM PASER UTARA,KALIMANTAN TIMUR,Motor,250 CC,4700000,17,,N
385,1,TARAKAN BARAT,TARAKAN,KALIMANTAN UTARA,Motor,250 CC,7100000,17,,N
385,1,TARAKAN TENGAH,TARAKAN,KALIMANTAN UTARA,Motor,250 CC,7100000,17,,N
385,1,TARAKAN TIMUR,TARAKAN,KALIMANTAN UTARA,Motor,250 CC,7100000,17,,N
385,1,TARAKAN UTARA,TARAKAN,KALIMANTAN UTARA,Motor,250 CC,7100000,17,,N
385,1,PULAU BUNYU,BULUNGAN (BULONGAN),KALIMANTAN UTARA,Motor,250 CC,11675000,24,,N
385,1,TANJUNG SELOR,BULUNGAN (BULONGAN),KALIMANTAN UTARA,Motor,250 CC,5650000,24,,N
385,1,MALINAU BARAT,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,MALINAU KOTA,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,MALINAU SELATAN,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,MALINAU SELATAN HILIR,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,MALINAU SELATAN HULU,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,MALINAU UTARA,MALINAU,KALIMANTAN UTARA,Motor,250 CC,8025000,24,,N
385,1,KRAYAN,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,KRAYAN SELATAN,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,LUMBIS,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,LUMBIS OGONG,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,NUNUKAN,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,NUNUKAN SELATAN,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBATIK,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBATIK BARAT,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBATIK TENGAH,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBATIK TIMUR,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBATIK UTARA,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEBUKU,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEI MENGGARIS,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,SEMBAKUNG,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,TULIN ONSOI,NUNUKAN,KALIMANTAN UTARA,Motor,250 CC,11150000,24,,N
385,1,BETAYAU,TANA TIDUNG,KALIMANTAN UTARA,Motor,250 CC,8425000,24,,N
385,1,SESAYAP,TANA TIDUNG,KALIMANTAN UTARA,Motor,250 CC,8425000,24,,N
385,1,SESAYAP HILIR,TANA TIDUNG,KALIMANTAN UTARA,Motor,250 CC,8425000,24,,N
385,1,TANA LIA (TANAH LIA),TANA TIDUNG,KALIMANTAN UTARA,Motor,250 CC,8425000,24,,N
385,1,BIRING KANAYA,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,BONTOALA,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,MAKASSAR,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,MAMAJANG,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,MANGGALA,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,MARISO,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,PANAKKUKANG,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,RAPPOCINI,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,TALLO,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,TAMALANREA,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,TAMALATE,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,UJUNG PANDANG,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,UJUNG TANAH,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,WAJO,MAKASSAR,SULAWESI SELATAN,Motor,250 CC,2775000,14,,N
385,1,BARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,MUNGKAJANG,PALOPO,SULAWESI SELATAN,Motor,250 CC,6025000,16,,N
385,1,SENDANA,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,TELLUWANUA,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,WARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,WARA BARAT,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,WARA SELATAN,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,WARA TIMUR,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,WARA UTARA,PALOPO,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,BACUKIKI,PAREPARE,SULAWESI SELATAN,Motor,250 CC,6025000,16,,N
385,1,BACUKIKI BARAT,PAREPARE,SULAWESI SELATAN,Motor,250 CC,6025000,16,,N
385,1,SOREANG,PAREPARE,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,UJUNG,PAREPARE,SULAWESI SELATAN,Motor,250 CC,6300000,16,,N
385,1,BANTAENG,BANTAENG,SULAWESI SELATAN,Motor,250 CC,5225000,20,,N
385,1,BISSAPPU,BANTAENG,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,EREMERASA,BANTAENG,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,GANTARANG KEKE (GANTARENG KEKE),BANTAENG,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,PAJUKUKANG,BANTAENG,SULAWESI SELATAN,Motor,250 CC,5900000,20,,N
385,1,SINOA,BANTAENG,SULAWESI SELATAN,Motor,250 CC,5975000,20,,N
385,1,TOMPOBULU,BANTAENG,SULAWESI SELATAN,Motor,250 CC,5975000,20,,N
385,1,ULUERE,BANTAENG,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BALUSU,BARRU,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BARRU,BARRU,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,MALLUSETASI,BARRU,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,PUJANANTING,BARRU,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,SOPPENG RIAJA,BARRU,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,TANETE RIAJA,BARRU,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,TANETE RILAU,BARRU,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,AJANGALE,BONE,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,AMALI,BONE,SULAWESI SELATAN,Motor,250 CC,5925000,20,,N
385,1,AWANGPONE,BONE,SULAWESI SELATAN,Motor,250 CC,6475000,20,,N
385,1,BAREBBO,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BENGO,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BONTOCANI,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,CENRANA,BONE,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,CINA,BONE,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,DUA BOCCOE,BONE,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,KAHU,BONE,SULAWESI SELATAN,Motor,250 CC,6175000,20,,N
385,1,KAJUARA,BONE,SULAWESI SELATAN,Motor,250 CC,6175000,20,,N
385,1,LAMURU,BONE,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
385,1,LAPPARIAJA,BONE,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
385,1,LIBURENG,BONE,SULAWESI SELATAN,Motor,250 CC,6200000,20,,N
385,1,MARE,BONE,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,PALAKKA,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
385,1,PATIMPENG,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
385,1,PONRE,BONE,SULAWESI SELATAN,Motor,250 CC,6350000,20,,N
385,1,SALOMEKKO,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,SIBULUE,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,TANETE RIATTANG,BONE,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,TANETE RIATTANG BARAT,BONE,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,TANETE RIATTANG TIMUR,BONE,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,TELLU LIMPOE,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,TELLU SIATTINGE,BONE,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,TONRA,BONE,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,ULAWENG,BONE,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,BONTO BAHARI,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BONTOTIRO,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BULUKUMBA (BULUKUMPA),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,GANTORANG/GANTARANG (GANGKING),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,5950000,20,,N
385,1,HERO LANGE-LANGE (HERLANG),BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,KAJANG,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,KINDANG,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,RILAU ALE,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,UJUNG BULU,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,UJUNG LOE,BULUKUMBA,SULAWESI SELATAN,Motor,250 CC,5500000,20,,N
385,1,ALLA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,ANGGERAJA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BARAKA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,BAROKO,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BUNGIN,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BUNTU BATU,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,CENDANA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,CURIO,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,ENREKANG,ENREKANG,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,MAIWA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,MALUA,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,MASALLE,ENREKANG,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BAJENG,GOWA,SULAWESI SELATAN,Motor,250 CC,4550000,20,,N
385,1,BAJENG BARAT,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,BAROMBONG,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,BIRINGBULU,GOWA,SULAWESI SELATAN,Motor,250 CC,4550000,20,,N
385,1,BONTOLEMPANGANG,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,BONTOMARANNU,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,BONTONOMPO,GOWA,SULAWESI SELATAN,Motor,250 CC,5125000,20,,N
385,1,BONTONOMPO SELATAN,GOWA,SULAWESI SELATAN,Motor,250 CC,5225000,20,,N
385,1,BUNGAYA,GOWA,SULAWESI SELATAN,Motor,250 CC,5225000,20,,N
385,1,MANUJU,GOWA,SULAWESI SELATAN,Motor,250 CC,5225000,20,,N
385,1,PALLANGGA,GOWA,SULAWESI SELATAN,Motor,250 CC,4650000,20,,N
385,1,PARANGLOE,GOWA,SULAWESI SELATAN,Motor,250 CC,5225000,20,,N
385,1,PARIGI,GOWA,SULAWESI SELATAN,Motor,250 CC,4700000,20,,N
385,1,PATTALLASSANG,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,SOMBA OPU (UPU),GOWA,SULAWESI SELATAN,Motor,250 CC,4400000,20,,N
385,1,TINGGIMONCONG,GOWA,SULAWESI SELATAN,Motor,250 CC,4400000,20,,N
385,1,TOMBOLO PAO,GOWA,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,ARUNGKEKE,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,BANGKALA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,7375000,20,,N
385,1,BANGKALA BARAT,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,7375000,20,,N
385,1,BATANG,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BINAMU,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,BONTORAMBA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5500000,20,,N
385,1,KELARA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,RUMBIA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,7375000,20,,N
385,1,TAMALATEA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,TAROWANG,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5500000,20,,N
385,1,TURATEA,JENEPONTO,SULAWESI SELATAN,Motor,250 CC,5625000,20,,N
385,1,BAJO,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,BAJO BARAT,LUWU,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BASSE SANGTEMPE UTARA,LUWU,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,BASSESANG TEMPE (BASTEM),LUWU,SULAWESI SELATAN,Motor,250 CC,6425000,20,,N
385,1,BELOPA,LUWU,SULAWESI SELATAN,Motor,250 CC,6425000,20,,N
385,1,BELOPA UTARA,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,BUA,LUWU,SULAWESI SELATAN,Motor,250 CC,6425000,20,,N
385,1,BUA PONRANG (BUPON),LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,KAMANRE,LUWU,SULAWESI SELATAN,Motor,250 CC,6300000,20,,N
385,1,LAMASI,LUWU,SULAWESI SELATAN,Motor,250 CC,6425000,20,,N
385,1,LAMASI TIMUR,LUWU,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,LAROMPONG,LUWU,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,LAROMPONG SELATAN,LUWU,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,LATIMOJONG,LUWU,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,PONRANG,LUWU,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,PONRANG SELATAN,LUWU,SULAWESI SELATAN,Motor,250 CC,7125000,20,,N
385,1,SULI,LUWU,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,SULI BARAT,LUWU,SULAWESI SELATAN,Motor,250 CC,6825000,20,,N
385,1,WALENRANG,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,WALENRANG BARAT,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,WALENRANG TIMUR,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,WALENRANG UTARA,LUWU,SULAWESI SELATAN,Motor,250 CC,6025000,20,,N
385,1,ANGKONA,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,BURAU,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,KALAENA,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,MALILI,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7125000,20,,N
385,1,MANGKUTANA,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,NUHA,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,TOMONI,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,TOMONI TIMUR,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,TOWUTI,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,WASUPONDA,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,7075000,20,,N
385,1,WOTU,LUWU TIMUR,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,BAEBUNTA,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,BONE-BONE,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,LIMBONG,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,MALANGKE,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,MALANGKE BARAT,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,MAPPEDECENG,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6225000,20,,N
385,1,MASAMBA,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,5775000,20,,N
385,1,RAMPI,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,SABBANG,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6950000,20,,N
385,1,SEKO,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6575000,20,,N
385,1,SUKAMAJU,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6225000,20,,N
385,1,TANA LILI,LUWU UTARA,SULAWESI SELATAN,Motor,250 CC,6175000,20,,N
385,1,BANTIMURUNG,MAROS,SULAWESI SELATAN,Motor,250 CC,4550000,20,,N
385,1,BONTOA (MAROS UTARA),MAROS,SULAWESI SELATAN,Motor,250 CC,4950000,20,,N
385,1,CAMBA,MAROS,SULAWESI SELATAN,Motor,250 CC,6150000,20,,N
